,spid,direction,hit,meas
1069,611,up,0,CellCount
1247,692,up,0,CellCount
1237,688,up,1,CellCount
1067,610,up,1,CellCount
1249,693,up,0,CellCount
1083,618,up,0,CellCount
1259,699,up,0,CellCount
1065,61,up,0,CellCount
1063,609,up,0,CellCount
1235,687,up,0,CellCount
1085,619,up,0,CellCount
1061,608,up,0,CellCount
1253,695,up,0,CellCount
1059,607,up,0,CellCount
1087,62,up,0,CellCount
1255,697,up,0,CellCount
1233,686,up,0,CellCount
1057,606,up,1,CellCount
1257,698,up,0,CellCount
1055,605,up,0,CellCount
1089,620,up,0,CellCount
1231,685,up,0,CellCount
1251,694,up,0,CellCount
979,569,up,0,CellCount
1027,591,up,0,CellCount
1279,707,up,0,CellCount
1001,579,up,0,CellCount
1299,718,up,0,CellCount
1121,635,up,0,CellCount
999,578,up,1,CellCount
1301,719,up,0,CellCount
1207,674,up,0,CellCount
997,577,up,0,CellCount
1123,636,up,0,CellCount
1303,72,up,0,CellCount
995,576,up,0,CellCount
1241,69,up,0,CellCount
1205,673,up,0,CellCount
993,575,up,0,CellCount
1305,720,up,0,CellCount
1209,675,up,0,CellCount
1125,637,up,0,CellCount
1307,721,up,0,CellCount
989,573,up,0,CellCount
1127,638,up,0,CellCount
1203,672,up,0,CellCount
1309,722,up,0,CellCount
987,572,up,0,CellCount
1129,639,up,0,CellCount
985,571,up,0,CellCount
1311,73,up,0,CellCount
1201,671,up,0,CellCount
983,570,up,0,CellCount
1313,74,up,0,CellCount
1131,64,up,0,CellCount
981,57,up,0,CellCount
991,574,up,0,CellCount
1105,628,up,0,CellCount
1119,634,up,0,CellCount
1297,717,up,0,CellCount
1025,590,up,0,CellCount
1219,68,up,0,CellCount
1281,708,up,0,CellCount
1107,629,up,0,CellCount
1023,59,up,0,CellCount
1283,709,up,0,CellCount
1217,679,up,0,CellCount
1021,589,up,0,CellCount
1109,63,up,0,CellCount
1285,71,up,0,CellCount
1019,588,up,0,CellCount
1111,630,up,0,CellCount
1017,587,up,0,CellCount
1287,710,up,0,CellCount
1003,58,up,0,CellCount
1215,678,up,0,CellCount
1289,713,up,0,CellCount
1113,631,up,0,CellCount
1013,584,up,0,CellCount
1213,677,up,0,CellCount
1291,714,up,0,CellCount
1011,583,up,0,CellCount
1115,632,up,0,CellCount
1009,582,up,0,CellCount
1293,715,up,0,CellCount
1211,676,up,0,CellCount
1007,581,up,0,CellCount
1117,633,up,0,CellCount
1295,716,up,0,CellCount
1005,580,up,0,CellCount
1015,585,up,0,CellCount
1171,658,up,0,CellCount
683,422,up,0,CellCount
909,537,up,0,CellCount
287,239,up,0,CellCount
289,24,up,0,CellCount
291,240,up,0,CellCount
293,241,up,0,CellCount
295,242,up,0,CellCount
297,243,up,0,CellCount
299,244,up,0,CellCount
301,245,up,0,CellCount
303,246,up,0,CellCount
305,247,up,0,CellCount
307,248,up,0,CellCount
285,238,up,0,CellCount
309,249,up,0,CellCount
313,250,up,0,CellCount
315,251,up,0,CellCount
317,252,up,0,CellCount
319,253,up,0,CellCount
321,254,up,0,CellCount
323,255,up,0,CellCount
325,256,up,0,CellCount
327,257,up,0,CellCount
329,258,up,0,CellCount
331,259,up,0,CellCount
333,26,up,0,CellCount
311,25,up,0,CellCount
283,237,up,0,CellCount
281,236,up,0,CellCount
279,235,up,0,CellCount
229,203,up,0,CellCount
231,204,up,0,CellCount
233,205,up,0,CellCount
235,21,up,0,CellCount
237,216,up,0,CellCount
239,217,up,0,CellCount
241,218,up,0,CellCount
243,219,up,0,CellCount
245,22,up,0,CellCount
247,220,up,0,CellCount
249,221,up,0,CellCount
251,222,up,0,CellCount
253,223,up,0,CellCount
255,224,up,0,CellCount
257,225,up,0,CellCount
259,226,up,0,CellCount
261,227,up,0,CellCount
263,228,up,0,CellCount
265,229,up,0,CellCount
267,23,up,0,CellCount
269,230,up,0,CellCount
271,231,up,0,CellCount
273,232,up,0,CellCount
275,233,up,0,CellCount
277,234,up,0,CellCount
335,260,up,0,CellCount
227,202,up,0,CellCount
337,261,up,0,CellCount
341,263,up,0,CellCount
401,290,up,0,CellCount
403,291,up,0,CellCount
405,292,up,0,CellCount
407,293,up,0,CellCount
409,294,up,0,CellCount
411,295,up,0,CellCount
413,296,up,0,CellCount
415,297,up,0,CellCount
417,298,up,0,CellCount
419,299,up,0,CellCount
421,30,up,0,CellCount
399,29,up,0,CellCount
423,300,up,0,CellCount
427,302,up,0,CellCount
429,303,up,0,CellCount
431,304,up,0,CellCount
433,305,up,0,CellCount
435,306,up,0,CellCount
437,307,up,0,CellCount
439,308,up,0,CellCount
441,309,up,0,CellCount
443,31,up,0,CellCount
445,310,up,0,CellCount
447,311,up,0,CellCount
425,301,up,0,CellCount
397,289,up,0,CellCount
395,288,up,0,CellCount
393,287,up,0,CellCount
343,264,up,0,CellCount
345,265,up,0,CellCount
