,spid,direction,hit,meas
1353,92,up,0,MMP
1329,81,up,0,MMP
947,554,up,0,MMP
1161,653,up,0,MMP
1191,667,up,0,MMP
959,56,up,0,MMP
1175,66,up,0,MMP
1331,82,up,0,MMP
957,559,up,2,MMP
923,543,up,0,MMP
1357,94,up,0,MMP
1333,83,up,3,MMP
955,558,up,0,MMP
1189,666,up,3,MMP
1163,654,up,0,MMP
925,544,up,4,MMP
1147,647,up,0,MMP
953,557,up,0,MMP
1335,84,up,0,MMP
1355,93,up,0,MMP
951,556,up,4,MMP
1177,660,up,0,MMP
1187,665,up,0,MMP
1337,85,up,0,MMP
1149,648,up,0,MMP
949,555,up,0,MMP
927,545,up,0,MMP
1339,86,up,0,MMP
1199,670,up,0,MMP
1077,615,up,0,MMP
1315,75,up,0,MMP
1261,7,up,0,MMP
1049,602,up,4,MMP
1229,684,up,0,MMP
1093,622,up,0,MMP
1263,70,up,0,MMP
1047,601,up,0,MMP
1045,600,up,0,MMP
1265,700,up,0,MMP
1095,623,up,0,MMP
1227,683,up,0,MMP
1043,60,up,0,MMP
1267,701,up,0,MMP
1041,598,up,0,MMP
1097,624,up,1,MMP
1051,603,up,0,MMP
1269,702,up,0,MMP
1225,682,up,0,MMP
1099,625,up,0,MMP
1037,596,up,0,MMP
1271,703,up,0,MMP
1035,595,up,0,MMP
1223,681,up,0,MMP
1273,704,up,0,MMP
1101,626,up,0,MMP
1033,594,up,2,MMP
1275,705,up,0,MMP
1031,593,up,0,MMP
1103,627,up,1,MMP
1221,680,up,0,MMP
1029,592,up,0,MMP
1039,597,up,2,MMP
1277,706,up,0,MMP
1091,621,up,0,MMP
1053,604,up,0,MMP
1075,614,up,0,MMP
1243,690,up,0,MMP
1073,613,up,0,MMP
1079,616,up,2,MMP
1239,689,up,0,MMP
1245,691,up,1,MMP
1071,612,up,2,MMP
1081,617,up,0,MMP
1069,611,up,1,MMP
1247,692,up,0,MMP
1237,688,up,0,MMP
1067,610,up,0,MMP
1249,693,up,1,MMP
1083,618,up,2,MMP
1259,699,up,0,MMP
1065,61,up,0,MMP
1063,609,up,0,MMP
1235,687,up,0,MMP
1085,619,up,1,MMP
1061,608,up,0,MMP
1253,695,up,0,MMP
1059,607,up,0,MMP
1087,62,up,0,MMP
1255,697,up,0,MMP
1233,686,up,0,MMP
1057,606,up,0,MMP
1257,698,up,0,MMP
1055,605,up,0,MMP
1089,620,up,1,MMP
1231,685,up,0,MMP
1251,694,up,0,MMP
979,569,up,0,MMP
1027,591,up,3,MMP
1279,707,up,0,MMP
1001,579,up,0,MMP
1299,718,up,0,MMP
1121,635,up,0,MMP
999,578,up,0,MMP
1301,719,up,0,MMP
1207,674,up,0,MMP
997,577,up,0,MMP
1123,636,up,0,MMP
1303,72,up,0,MMP
995,576,up,0,MMP
1241,69,up,0,MMP
1205,673,up,0,MMP
993,575,up,0,MMP
1305,720,up,0,MMP
1209,675,up,0,MMP
1125,637,up,0,MMP
1307,721,up,1,MMP
989,573,up,1,MMP
1127,638,up,0,MMP
1203,672,up,0,MMP
1309,722,up,0,MMP
987,572,up,2,MMP
1129,639,up,4,MMP
985,571,up,0,MMP
1311,73,up,0,MMP
1201,671,up,0,MMP
983,570,up,0,MMP
1313,74,up,0,MMP
1131,64,up,0,MMP
981,57,up,0,MMP
991,574,up,0,MMP
1105,628,up,0,MMP
1119,634,up,2,MMP
1297,717,up,0,MMP
1025,590,up,0,MMP
1219,68,up,4,MMP
